date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,change,changeOverTime,changePercent,high,close,unadjustedVolume,adjClose,vwap,volume,low,open
2026-01-09,"January 09, 26",0.035,0.035,2026-01-09,2026-02-13,2025-11-24,,,,,,,,,,,
2026-01-02,"January 02, 26",,,,,,0.24,0.0029063,0.29063,83.57,82.82,3433517,82.82,82.7925,3433517,82.2,82.58
2025-12-31,"December 31, 25",,,,,,-1.05,-0.0126,-1.26,83.17,82.02,1578157,82.02,82.55,1578157,81.94,83.07
2025-12-30,"December 30, 25",,,,,,0.33,0.0039759,0.39759,83.59,83.33,1510777,83.33,83.205,1510777,82.9,83
2025-12-29,"December 29, 25",,,,,,-0.42,-0.0050257,-0.50257,84.07,83.15,1383400,83.15,83.4275,1383400,82.92,83.57
2025-12-26,"December 26, 25",,,,,,0.06,0.0007181329,0.07181329,83.99,83.61,1462553,83.61,83.605,1462553,83.27,83.55
2025-12-24,"December 24, 25",,,,,,-0.04,-0.0004794438,-0.04794438,83.84,83.39,807000,83.39,83.44,807000,83.1,83.43
2025-12-23,"December 23, 25",,,,,,-0.49,-0.0058466,-0.58466,84.01,83.32,2117054,83.32,83.5775,2117054,83.17,83.81
2025-12-22,"December 22, 25",,,,,,0.54,0.0064748,0.64748,84.18,83.94,2237987,83.94,83.6425,2237987,83.05,83.4
2025-12-19,"December 19, 25",,,,,,-0.105,-0.0013253,-0.13253,83.64,82.89,6437673,82.89,82.9575,6437673,82.3,83
2025-12-18,"December 18, 25",,,,,,-0.29,-0.003502,-0.3502,83.48,82.52,2095266,82.52,82.7625,2095266,82.24,82.81
2025-12-17,"December 17, 25",,,,,,0.18,0.0021898,0.21898,83.56,82.38,3100823,82.38,82.5625,3100823,82.11,82.2
2025-12-16,"December 16, 25",,,,,,-2.2,-0.0261,-2.61,84.5,82.25,3207430,82.25,83.235,3207430,81.74,84.45
2025-12-15,"December 15, 25",,,,,,-0.36,-0.0042448,-0.42448,85.06,84.45,3566542,84.45,84.4825,3566542,83.61,84.81
2025-12-12,"December 12, 25",,,,,,-2.04,-0.0237,-2.37,86,83.96,2386990,83.96,84.88,2386990,83.56,86
2025-12-11,"December 11, 25",,,,,,1.58,0.0187,1.87,86.19,86.05,3479021,86.05,85.2125,3479021,84.14,84.47
2025-12-10,"December 10, 25",,,,,,1.8,0.0216,2.16,84.87,84.47,2562186,84.47,83.6325,2562186,82.51,82.68
2025-12-09,"December 09, 25",,,,,,-0.11,-0.0013231,-0.13231,83.64,83.03,2749562,83.03,83.125,2749562,82.69,83.14
2025-12-08,"December 08, 25",,,,,,-2.31,-0.027,-2.7,85.89,83.09,4234100,83.09,84.2125,4234100,82.47,85.4
2025-12-05,"December 05, 25",,,,,,2.55,0.0308,3.08,85.56,85.46,4439631,85.46,84.1175,4439631,82.54,82.91
2025-12-04,"December 04, 25",,,,,,-0.41,-0.0049439,-0.49439,83.7,82.52,3321365,82.52,82.675,3321365,81.55,82.93
2025-12-03,"December 03, 25",,,,,,3.38,0.0421,4.21,84.11,83.59,5253942,83.59,82.0025,5253942,80.1,80.21
2025-12-02,"December 02, 25",,,,,,0.5,0.006272,0.6272,80.73,80.22,2367919,80.22,80.005,2367919,79.35,79.72
2025-12-01,"December 01, 25",,,,,,-0.11,-0.0013863,-0.13863,80.29,79.24,2541151,79.24,79.47,2541151,79,79.35
2025-11-28,"November 28, 25",,,,,,-0.66,-0.0081835,-0.81835,80.69,79.99,1353331,79.99,80.24,1353331,79.63,80.65
2025-11-26,"November 26, 25",,,,,,0.56,0.0069939,0.69939,81.27,80.63,3091600,80.63,80.42,3091600,79.71,80.07
2025-11-25,"November 25, 25",,,,,,1.72,0.022,2.2,81.94,79.96,5949700,79.96,79.5725,5949700,78.15,78.24
2025-11-24,"November 24, 25",,,,,,1.73,0.0226,2.26,79.02,78.24,7118842,78.24,77.57,7118842,76.51,76.51
2025-11-21,"November 21, 25",,,,,,1.56,0.0208,2.08,77.1,76.45,8388815,76.45,75.4475,8388815,73.35,74.89
2025-11-20,"November 20, 25",,,,,,1.62,0.0222,2.22,75.35,74.75,8322431,74.75,74.0675,8322431,73.04,73.13
2025-11-19,"November 19, 25",,,,,,1.07,0.015,1.5,72.34,72.31,4219253,72.31,71.695,4219253,70.89,71.24
2025-11-18,"November 18, 25",,,,,,0.54,0.0076617,0.76617,71.51,71.02,3371500,71.02,70.7625,3371500,70.04,70.48
2025-11-17,"November 17, 25",,,,,,-1.94,-0.0267,-2.67,73,70.63,4806100,70.63,71.6225,4806100,70.29,72.57
2025-11-14,"November 14, 25",,,,,,-0.56,-0.0075973,-0.75973,74.03,73.15,4407300,73.15,73.3475,4407300,72.5,73.71
2025-11-13,"November 13, 25",,,,,,-0.37,-0.0049771,-0.49771,75.59,73.97,2708297,73.97,74.455,2708297,73.92,74.34
2025-11-12,"November 12, 25",,,,,,1.28,0.0174,1.74,75.5,74.98,3034634,74.98,74.3675,3034634,73.29,73.7
2025-11-11,"November 11, 25",,,,,,-0.09,-0.0012245,-0.12245,74.39,73.41,3673014,73.41,73.53,3673014,72.82,73.5
2025-11-10,"November 10, 25",,,,,,0.01,0.00013611,0.013611,74,73.48,4400795,73.48,73.29,4400795,72.21,73.47
2025-11-07,"November 07, 25",,,,,,-0.55,-0.0074728,-0.74728,74.14,73.05,4401417,73.05,73.37,4401417,72.69,73.6
2025-11-06,"November 06, 25",,,,,,-1.29,-0.0171,-1.71,76.36,74.17,2554435,74.17,75.0025,2554435,74.02,75.46
2025-11-05,"November 05, 25",,,,,,1.4,0.0189,1.89,76.81,75.61,3732200,75.61,74.985,3732200,73.31,74.21
2025-11-04,"November 04, 25",,,,,,-0.11,-0.0014783,-0.14783,75.49,74.3,2489700,74.3,74.525,2489700,73.9,74.41
2025-11-03,"November 03, 25",,,,,,-0.36,-0.0048109,-0.48109,75.87,74.47,4442900,74.47,74.7025,4442900,73.64,74.83
2025-10-31,"October 31, 25",,,,,,0.31,0.0041533,0.41533,75.19,74.95,3275729,74.95,74.575,3275729,73.52,74.64
2025-10-30,"October 30, 25",,,,,,-2.38,-0.0308,-3.08,77.38,75,3474822,75,75.9275,3474822,73.95,77.38
2025-10-29,"October 29, 25",,,,,,0.64,0.0083398,0.83398,78.39,77.38,8765313,77.38,76.56,8765313,73.73,76.74
2025-10-28,"October 28, 25",,,,,,1.28,0.0164,1.64,79.75,79.4,5877000,79.4,78.7375,5877000,77.68,78.12
2025-10-27,"October 27, 25",,,,,,-0.27,-0.0034342,-0.34342,79.15,78.35,4093600,78.35,78.6,4093600,78.28,78.62
2025-10-24,"October 24, 25",0.035,0.035,2025-10-24,2025-11-14,2025-09-24,0.56,0.0072184,0.72184,78.33,78.14,2600338,78.14,77.7975,2600338,77.14,77.58
2025-10-23,"October 23, 25",,,,,,0.94,0.0123,1.23,77.4,77.26,2235458,77.22,76.715,2235458,75.88,76.32
2025-10-22,"October 22, 25",,,,,,0.12,0.0015785,0.15785,77.14,76.14,2547671,76.11,76.25,2547671,75.7,76.02
2025-10-21,"October 21, 25",,,,,,0.85,0.0113,1.13,76.55,76.1,1644454,76.07,75.77,1644454,75.18,75.25
2025-10-20,"October 20, 25",,,,,,1.13,0.0152,1.52,75.91,75.48,2051117,75.45,74.95,2051117,74.06,74.35
2025-10-17,"October 17, 25",,,,,,1.05,0.0144,1.44,74.2,74.05,2049500,74.02,73.475,2049500,72.65,73
2025-10-16,"October 16, 25",,,,,,-0.51,-0.0069022,-0.69022,74.24,73.38,1766938,73.35,73.5675,1766938,72.76,73.89
2025-10-15,"October 15, 25",,,,,,0.33,0.0045274,0.45274,73.94,73.22,3432901,73.19,73.0775,3432901,72.26,72.89
2025-10-14,"October 14, 25",,,,,,1.17,0.0164,1.64,73.1,72.34,2783795,72.31,71.8975,2783795,70.98,71.17
2025-10-13,"October 13, 25",,,,,,-0.18,-0.0024993,-0.24993,72.83,71.84,2693865,71.81,72.0975,2693865,71.7,72.02
2025-10-10,"October 10, 25",,,,,,-3,-0.0405,-4.05,74.54,71.01,7015446,70.98,72.3975,7015446,70.03,74.01
2025-10-09,"October 09, 25",,,,,,-0.66,-0.0088141,-0.88141,75.29,74.22,1825336,74.19,74.545,1825336,73.79,74.88
2025-10-08,"October 08, 25",,,,,,0.7,0.0094048,0.94048,75.18,75.13,2478228,75.1,74.6375,2478228,73.81,74.43
2025-10-07,"October 07, 25",,,,,,-0.64,-0.0085186,-0.85186,75.49,74.49,2808400,74.46,74.8275,2808400,74.2,75.13
2025-10-06,"October 06, 25",,,,,,-0.25,-0.0032612,-0.32612,76.7,76.41,1677100,76.38,76.4125,1677100,75.88,76.66
2025-10-03,"October 03, 25",,,,,,-0.6,-0.007776,-0.7776,77.95,76.56,2696434,76.53,77.025,2696434,76.43,77.16
2025-10-02,"October 02, 25",,,,,,1.72,0.0229,2.29,76.85,76.82,2517223,76.79,75.845,2517223,74.61,75.1
2025-10-01,"October 01, 25",,,,,,0.55,0.0073372,0.73372,76.5,75.51,3579455,75.48,75.295,3579455,74.21,74.96
2025-09-30,"September 30, 25",,,,,,2.3,0.0316,3.16,75.27,75.1,4089700,75.07,73.97,4089700,72.71,72.8
2025-09-29,"September 29, 25",,,,,,0.09,0.0012329,0.12329,73.65,73.09,2914600,73.06,73.045,2914600,72.44,73
2025-09-26,"September 26, 25",,,,,,0.23,0.0031843,0.31843,72.99,72.46,2679239,72.43,72.35,2679239,71.72,72.23
2025-09-25,"September 25, 25",,,,,,-1.4,-0.0192,-1.92,72.9,71.5,5017100,71.47,71.7725,5017100,69.79,72.9
2025-09-24,"September 24, 25",,,,,,-0.73,-0.0097711,-0.97711,75.04,73.98,2320500,73.95,74.35,2320500,73.67,74.71
2025-09-23,"September 23, 25",,,,,,-0.03,-0.0004019831,-0.04019831,75.44,74.6,3143232,74.57,74.785,3143232,74.47,74.63
2025-09-22,"September 22, 25",,,,,,0.16,0.0021445,0.21445,75.07,74.77,3156325,74.74,74.5575,3156325,73.78,74.61
2025-09-19,"September 19, 25",,,,,,0.45,0.0060435,0.60435,75.54,74.91,6294213,74.88,74.825,6294213,74.39,74.46
2025-09-18,"September 18, 25",,,,,,-2.99,-0.0388,-3.88,77.05,74,3841573,73.97,75.4475,3841573,73.75,76.99
2025-09-17,"September 17, 25",,,,,,-0.87,-0.0112,-1.12,78.68,76.63,2925422,76.6,77.23,2925422,76.11,77.5
2025-09-16,"September 16, 25",,,,,,-0.84,-0.0107,-1.07,78.5,77.48,3384555,77.45,77.9025,3384555,77.31,78.32
2025-09-15,"September 15, 25",,,,,,1.18,0.0154,1.54,78.24,77.76,3196700,77.73,77.27,3196700,76.5,76.58
2025-09-12,"September 12, 25",,,,,,-1.03,-0.0133,-1.33,77.64,76.44,3254165,76.41,76.9825,3254165,76.38,77.47
2025-09-11,"September 11, 25",,,,,,2.02,0.0266,2.66,78.4,77.96,4358000,77.93,76.985,4358000,75.64,75.94
2025-09-10,"September 10, 25",,,,,,-2.72,-0.0346,-3.46,79.69,75.99,4250769,75.96,77.51,4250769,75.65,78.71
2025-09-09,"September 09, 25",,,,,,0.77,0.0098794,0.98794,78.89,78.71,3997907,78.68,78.2375,3997907,77.41,77.94
2025-09-08,"September 08, 25",,,,,,2.02,0.0265,2.65,78.43,78.16,6251200,78.13,76.93,6251200,74.99,76.14
2025-09-05,"September 05, 25",,,,,,1.48,0.0199,1.99,75.75,75.73,3010746,75.7,74.985,3010746,74.21,74.25
2025-09-04,"September 04, 25",,,,,,1.64,0.0226,2.26,74.14,74.12,2217209,74.09,73.075,2217209,71.56,72.48
2025-09-03,"September 03, 25",,,,,,0.465,0.006396,0.6396,72.66,72.38,3882900,72.35,72.1475,3882900,71.63,71.92
2025-09-02,"September 02, 25",,,,,,-1.37,-0.0188,-1.88,73.31,71.6,4045635,71.57,72.255,4045635,71.14,72.97
2025-08-29,"August 29, 25",,,,,,0.05,0.0006786102,0.06786102,74.15,73.73,1983083,73.7,73.69,1983083,73.2,73.68
2025-08-28,"August 28, 25",,,,,,-0.705,-0.0095392,-0.95392,74.5,73.72,2511989,73.69,73.9675,2511989,73.22,74.43
2025-08-27,"August 27, 25",,,,,,0.49,0.0066423,0.66423,74.48,74.26,2113031,74.23,74.0575,2113031,73.72,73.77
2025-08-26,"August 26, 25",,,,,,-0.49,-0.0065701,-0.65701,74.91,74.09,1845956,74.06,74.335,1845956,73.76,74.58
2025-08-25,"August 25, 25",,,,,,-0.38,-0.0050687,-0.50687,75.11,74.59,2022025,74.56,74.6675,2022025,74,74.97
2025-08-22,"August 22, 25",,,,,,1.37,0.0186,1.86,75.56,75.22,3666577,75.19,74.58,3666577,73.69,73.85
2025-08-21,"August 21, 25",,,,,,-0.35,-0.0047619,-0.47619,74.06,73.15,2575912,73.12,73.42,2575912,72.97,73.5
2025-08-20,"August 20, 25",,,,,,-0.18,-0.0024308,-0.24308,74.39,73.87,2157043,73.84,73.9825,2157043,73.62,74.05
2025-08-19,"August 19, 25",,,,,,1.05,0.0144,1.44,74.05,73.97,2949907,73.94,73.41,2949907,72.7,72.92
2025-08-18,"August 18, 25",,,,,,-0.19,-0.00259,-0.259,73.78,73.17,2292503,73.14,73.255,2292503,72.71,73.36
2025-08-15,"August 15, 25",,,,,,-0.61,-0.0082421,-0.82421,74.52,73.4,2926993,73.37,73.7475,2926993,73.06,74.01
2025-08-14,"August 14, 25",,,,,,-1.26,-0.0168,-1.68,75.12,73.66,3122883,73.63,74.2375,3122883,73.25,74.92
2025-08-13,"August 13, 25",,,,,,0.92,0.0124,1.24,75.44,75.33,3067975,75.3,74.875,3067975,74.32,74.41
2025-08-12,"August 12, 25",,,,,,1.18,0.0161,1.61,74.61,74.41,2489201,74.38,73.825,2489201,73.05,73.23
2025-08-11,"August 11, 25",,,,,,0.96,0.0133,1.33,73.34,73,4130158,72.97,72.575,4130158,71.92,72.04
2025-08-08,"August 08, 25",,,,,,0.8,0.0112,1.12,72.08,72,3025116,71.97,71.5725,3025116,71.01,71.2
2025-08-07,"August 07, 25",,,,,,0.25,0.0035286,0.35286,71.53,71.1,4234119,71.07,70.8725,4234119,70.01,70.85
2025-08-06,"August 06, 25",,,,,,-0.98,-0.0138,-1.38,71.03,69.96,5171041,69.93,70.3775,5171041,69.58,70.94
2025-08-05,"August 05, 25",,,,,,-0.25,-0.0035216,-0.35216,71.54,70.74,3726200,70.71,70.945,3726200,70.51,70.99
2025-08-04,"August 04, 25",,,,,,0.23,0.0032666,0.32666,70.97,70.64,3251670,70.61,70.4825,3251670,69.91,70.41
2025-08-01,"August 01, 25",,,,,,-0.54,-0.0076715,-0.76715,70.9,69.85,5128445,69.82,70.0575,5128445,69.09,70.39
2025-07-31,"July 31, 25",,,,,,-1.02,-0.0141,-1.41,73.01,71.32,6427700,71.29,71.945,6427700,71.11,72.34
2025-07-30,"July 30, 25",,,,,,-1.71,-0.0233,-2.33,73.93,71.64,12910000,71.61,72.31,12910000,70.32,73.35
2025-07-29,"July 29, 25",,,,,,-0.49,-0.0062652,-0.62652,78.7,77.72,4524015,77.69,78.0175,4524015,77.44,78.21
2025-07-28,"July 28, 25",,,,,,0.37,0.0047822,0.47822,78.77,77.74,3950900,77.71,77.715,3950900,76.98,77.37
2025-07-25,"July 25, 25",0.035,0.035,2025-07-25,2025-08-15,2025-07-01,0.85,0.0111,1.11,77.83,77.61,3132745,77.58,77.0425,3132745,75.97,76.76
2025-07-24,"July 24, 25",,,,,,-0.23,-0.002987,-0.2987,77.86,76.77,2392686,76.71,76.9875,2392686,76.32,77
2025-07-23,"July 23, 25",,,,,,-0.35,-0.0045103,-0.45103,77.8,77.25,2337068,77.19,77.3375,2337068,76.7,77.6
2025-07-22,"July 22, 25",,,,,,2.33,0.0314,3.14,76.78,76.49,4674300,76.43,75.385,4674300,74.11,74.16
2025-07-21,"July 21, 25",,,,,,-1.56,-0.0206,-2.06,75.9,74.16,3902800,74.1,74.97,3902800,74.1,75.72
2025-07-18,"July 18, 25",,,,,,-0.88,-0.0115,-1.15,76.86,75.96,3383686,75.9,76.2775,3383686,75.45,76.84
2025-07-17,"July 17, 25",,,,,,0.95,0.0126,1.26,76.58,76.24,3968288,76.18,75.73,3968288,74.81,75.29
2025-07-16,"July 16, 25",,,,,,1.01,0.0136,1.36,76.21,75.45,6398549,75.39,75.075,6398549,74.2,74.44
2025-07-15,"July 15, 25",,,,,,-0.4,-0.0053483,-0.53483,74.93,74.39,4637500,74.33,74.4425,4637500,73.66,74.79
2025-07-14,"July 14, 25",,,,,,-0.36,-0.0048122,-0.48122,74.88,74.45,2236813,74.39,74.505,2236813,73.88,74.81
2025-07-11,"July 11, 25",,,,,,-0.54,-0.0071362,-0.71362,75.86,75.13,1897906,75.07,75.4,1897906,74.94,75.67
2025-07-10,"July 10, 25",,,,,,0.99,0.0131,1.31,77.32,76.5,2739156,76.44,76.115,2739156,75.13,75.51
2025-07-09,"July 09, 25",,,,,,-0.34,-0.0044825,-0.44825,76.11,75.51,2574322,75.45,75.5875,2574322,74.88,75.85
2025-07-08,"July 08, 25",,,,,,0.54,0.0072328,0.72328,76.68,75.2,3522523,75.14,75.26,3522523,74.5,74.66
2025-07-07,"July 07, 25",,,,,,-1,-0.0132,-1.32,76.49,74.61,3528598,74.55,75.2725,3528598,74.38,75.61
2025-07-03,"July 03, 25",,,,,,-0.11,-0.0014439,-0.14439,76.53,76.07,1800530,76.01,76.1175,1800530,75.69,76.18
2025-07-02,"July 02, 25",,,,,,0.34,0.0044867,0.44867,76.16,76.12,2526100,76.06,75.855,2526100,75.36,75.78
2025-07-01,"July 01, 25",,,,,,2.13,0.0289,2.89,76.83,75.95,3298700,75.89,75.0525,3298700,73.61,73.82
2025-06-30,"June 30, 25",,,,,,0.07,0.0009459459,0.09459459,74.58,74.07,2952426,74.01,74.055,2952426,73.57,74
2025-06-27,"June 27, 25",,,,,,-0.82,-0.0109,-1.09,75.57,74.38,6817105,74.32,74.8075,6817105,74.08,75.2
2025-06-26,"June 26, 25",,,,,,1.86,0.0255,2.55,75.29,74.86,5091900,74.8,74.0175,5091900,72.92,73
2025-06-25,"June 25, 25",,,,,,0.74,0.0103,1.03,72.85,72.75,5681100,72.69,72.1775,5681100,71.1,72.01
2025-06-24,"June 24, 25",,,,,,0.4,0.0055882,0.55882,72.29,71.98,8746751,71.92,71.815,8746751,71.41,71.58
2025-06-23,"June 23, 25",,,,,,-0.12,-0.0016835,-0.16835,71.39,71.16,3142371,71.1,70.83,3142371,69.49,71.28
2025-06-20,"June 20, 25",,,,,,-1.32,-0.0182,-1.82,72.61,71.28,6306613,71.22,71.9275,6306613,71.22,72.6
2025-06-18,"June 18, 25",,,,,,0.64,0.0089825,0.89825,72.17,71.89,3496326,71.83,71.575,3496326,70.99,71.25
2025-06-17,"June 17, 25",,,,,,-1.23,-0.017,-1.7,72.71,71.14,2918125,71.08,71.78,2918125,70.9,72.37
2025-06-16,"June 16, 25",,,,,,0.51,0.0070491,0.70491,73.12,72.86,3047048,72.8,72.5025,3047048,71.68,72.35
2025-06-13,"June 13, 25",,,,,,0.06,0.00083114,0.083114,72.79,72.25,2977136,72.19,72.285,2977136,71.91,72.19
2025-06-12,"June 12, 25",,,,,,-0.1,-0.0013659,-0.13659,73.8,73.11,3574800,73.05,73.1125,3574800,72.33,73.21
2025-06-11,"June 11, 25",,,,,,-0.605,-0.0082421,-0.82421,74.16,73.4,3051844,73.34,73.6025,3051844,72.84,74.01
2025-06-10,"June 10, 25",,,,,,2.03,0.0282,2.82,74.12,73.92,4533531,73.86,72.9225,4533531,71.76,71.89
2025-06-09,"June 09, 25",,,,,,-0.18,-0.0025052,-0.25052,72.99,71.67,2075849,71.61,71.995,2075849,71.47,71.85
2025-06-06,"June 06, 25",,,,,,-0.4,-0.005554,-0.5554,72.45,71.62,2152751,71.56,71.7425,2152751,70.88,72.02
2025-06-05,"June 05, 25",,,,,,0.24,0.0033656,0.33656,71.98,71.55,1898969,71.49,71.4225,1898969,70.85,71.31
2025-06-04,"June 04, 25",,,,,,-0.22,-0.0030834,-0.30834,71.55,71.13,1672626,71.07,71.24,1672626,70.93,71.35
2025-06-03,"June 03, 25",,,,,,1.16,0.0166,1.66,71.3,71.16,2445581,71.1,70.4425,2445581,69.31,70
2025-06-02,"June 02, 25",,,,,,-0.28,-0.0039756,-0.39756,70.45,70.15,2396311,70.1,70.2225,2396311,69.86,70.43
2025-05-30,"May 30, 25",,,,,,-0.8,-0.0112,-1.12,71.34,70.54,7095548,70.48,70.7025,7095548,69.59,71.34
2025-05-29,"May 29, 25",,,,,,-0.27,-0.0037604,-0.37604,72,71.53,2807782,71.47,71.5275,2807782,70.78,71.8
2025-05-28,"May 28, 25",,,,,,0.14,0.0019716,0.19716,71.45,71.15,2448600,71.09,71.0275,2448600,70.5,71.01
2025-05-27,"May 27, 25",,,,,,0.63,0.0089514,0.89514,71.39,71.01,3183866,70.95,70.6375,3183866,69.77,70.38
2025-05-23,"May 23, 25",,,,,,0.66,0.009635,0.9635,69.36,69.16,2486600,69.11,68.865,2486600,68.44,68.5
2025-05-22,"May 22, 25",,,,,,0.03,0.0004322144,0.04322144,70.11,69.44,2835362,69.39,69.295,2835362,68.22,69.41
2025-05-21,"May 21, 25",,,,,,-1.84,-0.0258,-2.58,71.49,69.58,3226105,69.53,70.475,3226105,69.41,71.42
2025-05-20,"May 20, 25",,,,,,-0.75,-0.0103,-1.03,73,71.85,3268425,71.79,72.31,3268425,71.79,72.6
2025-05-19,"May 19, 25",,,,,,0.86,0.0119,1.19,73.29,73.1,2418500,73.04,72.6275,2418500,71.88,72.24
2025-05-16,"May 16, 25",,,,,,0.22,0.0030174,0.30174,73.23,73.13,3309522,73.07,72.83,3309522,72.05,72.91
2025-05-15,"May 15, 25",,,,,,0.63,0.0087161,0.87161,73.06,72.91,3448298,72.85,72.4525,3448298,71.56,72.28
2025-05-14,"May 14, 25",,,,,,-0.67,-0.0091144,-0.91144,73.94,72.84,3849434,72.78,73.2525,3849434,72.72,73.51
2025-05-13,"May 13, 25",,,,,,-0.52,-0.0069939,-0.69939,75.69,73.83,4751000,73.77,74.385,4751000,73.67,74.35
2025-05-12,"May 12, 25",,,,,,-2.84,-0.0369,-3.69,77.75,74.11,8031240,74.05,75.58,8031240,73.51,76.95
2025-05-09,"May 09, 25",,,,,,-0.88,-0.0124,-1.24,71.81,69.87,5724417,69.82,70.555,5724417,69.79,70.75
2025-05-08,"May 08, 25",,,,,,1.01,0.0145,1.45,71.4,70.5,6022322,70.45,70.125,6022322,69.11,69.49
2025-05-07,"May 07, 25",,,,,,1.34,0.02,2,69.31,68.82,5304868,68.77,68.1375,5304868,66.95,67.47
2025-05-06,"May 06, 25",,,,,,-1.39,-0.0203,-2.03,68.98,67.09,5677400,67.04,67.905,5677400,67.07,68.48
2025-05-05,"May 05, 25",,,,,,-0.56,-0.008008,-0.8008,70.59,69.37,5927749,69.32,69.77,5927749,69.19,69.93
2025-05-02,"May 02, 25",,,,,,0.63,0.0090129,0.90129,71.21,70.53,7209670,70.47,70.2525,7209670,69.37,69.9
2025-05-01,"May 01, 25",,,,,,-2.65,-0.0377,-3.77,70.92,67.67,8115300,67.62,69.135,8115300,67.63,70.32
2025-04-30,"April 30, 25",,,,,,-2.17,-0.0299,-2.99,72.6,70.33,12759300,70.28,71.3175,12759300,69.84,72.5
2025-04-29,"April 29, 25",,,,,,0.21,0.0030937,0.30937,68.54,68.09,5692100,68.04,67.905,5692100,67.11,67.88
2025-04-28,"April 28, 25",,,,,,-0.26,-0.0038051,-0.38051,68.8,68.07,3896577,68.02,68.12,3896577,67.28,68.33
2025-04-25,"April 25, 25",0.035,0.035,2025-04-25,2025-05-15,2025-03-27,-0.58,-0.0084058,-0.84058,70.82,68.42,5508673,68.37,69.0425,5508673,67.93,69
2025-04-24,"April 24, 25",,,,,,2.04,0.0314,3.14,67.39,67.08,6555822,66.99,66.07,6555822,64.77,65.04
2025-04-23,"April 23, 25",,,,,,0.39,0.0060465,0.60465,67.08,64.89,6292800,64.8,65.1875,6292800,64.28,64.5
2025-04-22,"April 22, 25",,,,,,0.06,0.0009741841,0.09741841,62.34,61.65,4508835,61.57,61.5825,4508835,60.75,61.59
2025-04-21,"April 21, 25",,,,,,-1.25,-0.0202,-2.02,61.81,60.48,5755164,60.4,60.9925,5755164,59.95,61.73
2025-04-17,"April 17, 25",,,,,,0.38,0.00613,0.613,62.84,62.37,4474000,62.29,62.225,4474000,61.7,61.99
2025-04-16,"April 16, 25",,,,,,-1.62,-0.0257,-2.57,63.7,61.48,6207059,61.4,62.245,6207059,60.7,63.1
2025-04-15,"April 15, 25",,,,,,-1.4,-0.0217,-2.17,64.8,63.1,5405800,63.02,63.765,5405800,62.66,64.5
2025-04-14,"April 14, 25",,,,,,0.47,0.0073529,0.73529,64.79,64.39,4896309,64.3,64.085,4896309,63.24,63.92
2025-04-11,"April 11, 25",,,,,,0.47,0.0075393,0.75393,63.6,62.81,7221500,62.73,62.4025,7221500,60.86,62.34
2025-04-10,"April 10, 25",,,,,,-1.41,-0.0221,-2.21,64.2,62.28,7636324,62.2,62.4675,7636324,59.7,63.69
2025-04-09,"April 09, 25",,,,,,7.28,0.1262,12.62,65.53,64.98,8488500,64.89,61.465,8488500,57.65,57.7
2025-04-08,"April 08, 25",,,,,,-4.44,-0.0703,-7.03,64.43,58.75,7418900,58.67,61.105,7418900,58.05,63.19
2025-04-07,"April 07, 25",,,,,,0.46,0.0075995,0.75995,63.75,60.99,9299615,60.91,61.0325,9299615,58.86,60.53
2025-04-04,"April 04, 25",,,,,,-2.85,-0.045,-4.5,63.8,60.51,16890636,60.43,61.4275,16890636,58.04,63.36
2025-04-03,"April 03, 25",,,,,,-4.53,-0.0593,-5.93,76.59,72,9331400,71.9,73.895,9331400,70.45,76.54
