holder,shares,dateReported,change
VANGUARD GROUP INC,26393723,2025-09-30,-22995
"BlackRock, Inc.",20629947,2025-09-30,-340333
STATE STREET CORP,14114267,2025-09-30,-396004
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,7930737,2025-09-30,84101
"GEODE CAPITAL MANAGEMENT, LLC",6074390,2025-09-30,60154
FAYEZ SAROFIM & CO,5045436,2025-09-30,-203550
Invesco Ltd.,3389420,2025-09-30,-55300
MORGAN STANLEY,2967103,2025-09-30,-54499
ROYAL BANK OF CANADA,2701419,2025-09-30,464669
UBS Group AG,2685105,2025-09-30,-210461
PROVIDENT TRUST CO,2559056,2025-09-30,5213
NORTHERN TRUST CORP,2529116,2025-09-30,152451
UBS ASSET MANAGEMENT AMERICAS INC,2415116,2025-09-30,-408285
Legal & General Group Plc,2205696,2025-09-30,-9627
DIMENSIONAL FUND ADVISORS LP,2090249,2025-09-30,64791
AMERICAN CENTURY COMPANIES INC,2055963,2025-09-30,-562958
GOLDMAN SACHS GROUP INC,2029899,2025-09-30,274498
"Fisher Asset Management, LLC",1649203,2025-09-30,-21335
ProShare Advisors LLC,1613140,2025-09-30,-274795
Bank of New York Mellon Corp,1567210,2025-09-30,-32019
BROWN ADVISORY INC,1529693,2025-09-30,4566
FIRST TRUST ADVISORS LP,1448623,2025-09-30,-1992835
CITADEL ADVISORS LLC,1419702,2025-09-30,1139637
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,1306922,2025-09-30,584949
"HB Wealth Management, LLC",1157081,2025-09-30,275458
HSBC HOLDINGS PLC,1054151,2025-09-30,141615
JPMORGAN CHASE & CO,1047398,2025-09-30,4008
CONFLUENCE INVESTMENT MANAGEMENT LLC,973769,2025-09-30,25316
DEUTSCHE BANK AG\,927960,2025-09-30,40772
Amundi,889671,2025-09-30,-717945
AMERIPRISE FINANCIAL INC,873092,2025-09-30,45845
STIFEL FINANCIAL CORP,821712,2025-09-30,-87363
WELLS FARGO & COMPANY/MN,816140,2025-09-30,-834868
BANK OF AMERICA CORP /DE/,812090,2025-09-30,-131940
Allianz Asset Management GmbH,767672,2025-09-30,152318
BNP Paribas Asset Management Holding S.A.,746946,2025-09-30,39314
BANK OF MONTREAL /CAN/,715232,2025-09-30,31554
MARATHON CAPITAL MANAGEMENT,684625,2025-09-30,-23520
"Sumitomo Mitsui Trust Holdings, Inc.",668611,2025-09-30,-16911
BARCLAYS PLC,628833,2025-09-30,-265532
"Nuveen, LLC",619115,2025-09-30,-4986
LPL Financial LLC,571703,2025-09-30,40212
"ARGA Investment Management, LP",568567,2025-09-30,91406
FRANKLIN RESOURCES INC,532079,2025-09-30,40450
VIRGINIA RETIREMENT SYSTEMS ET AL,528500,2025-09-30,137600
"PNC FINANCIAL SERVICES GROUP, INC.",523800,2025-09-30,-58825
"ASSETMARK, INC",511934,2025-09-30,2795
"CBOE Vest Financial, LLC",509784,2025-09-30,-106567
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",501830,2025-09-30,20507
FMR LLC,497466,2025-09-30,-52097
BAILLIE GIFFORD & CO,494107,2025-09-30,-12840
AQR CAPITAL MANAGEMENT LLC,474752,2025-09-30,77086
Mitsubishi UFJ Trust & Banking Corp,459550,2025-09-30,107643
RHUMBLINE ADVISERS,457012,2025-09-30,-13055
NOMURA ASSET MANAGEMENT CO LTD,444731,2025-09-30,-78261
National Pension Service,423327,2025-09-30,20409
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,404805,2025-09-30,11028
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,404402,2025-09-30,-16607
"DONALDSON CAPITAL MANAGEMENT, LLC",404125,2025-09-30,8231
GREAT WEST LIFE ASSURANCE CO /CAN/,403962,2025-09-30,10036
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",395188,2025-09-30,-111400
CITIGROUP INC,394511,2025-09-30,52415
VICTORY CAPITAL MANAGEMENT INC,389151,2025-09-30,-104314
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,378698,2025-09-30,219910
ALLIANCEBERNSTEIN L.P.,370449,2025-09-30,43500
Pictet Asset Management Holding SA,346005,2025-09-30,38047
"COMMONWEALTH EQUITY SERVICES, LLC",343125,2025-09-30,6417
"MARSHALL WACE, LLP",331582,2025-09-30,331582
"L.K. Benson & Company, P.C.",315841,2025-09-30,-8671
MARKEL GROUP INC.,314000,2025-09-30,0
PRICE T ROWE ASSOCIATES INC /MD/,313348,2025-09-30,-2173
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,286238,2025-09-30,-21547
MILLENNIUM MANAGEMENT LLC,272572,2025-09-30,207733
ALPS ADVISORS INC,270047,2025-09-30,-35492
"BNP PARIBAS ARBITRAGE, SNC",267997,2025-09-30,15841
"Connor, Clark & Lunn Investment Management Ltd.",262947,2025-09-30,28431
AE Wealth Management LLC,260092,2025-09-30,15055
PRINCIPAL FINANCIAL GROUP INC,255749,2025-09-30,-3794
RAYMOND JAMES FINANCIAL INC,255364,2025-09-30,2302
AXA Investment Managers S.A.,249778,2025-09-30,249778
"Mirae Asset Global Investments Co., Ltd.",246833,2025-09-30,8054
Achmea Investment Management B.V.,246301,2025-09-30,246301
NEW YORK STATE COMMON RETIREMENT FUND,246299,2025-09-30,-17692
"ADVISOR GROUP HOLDINGS, INC.",228492,2025-09-30,104576
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,223394,2025-09-30,-5621
"HighTower Advisors, LLC",220153,2025-09-30,25253
BLAIR WILLIAM & CO/IL,219489,2025-09-30,-9217
Assenagon Asset Management S.A.,217417,2025-09-30,209616
Quantinno Capital Management LP,208485,2025-09-30,39033
"Brandywine Global Investment Management, LLC",206854,2025-09-30,96584
CANADA PENSION PLAN INVESTMENT BOARD,206429,2025-09-30,27304
abrdn plc,203405,2025-09-30,1512
Boston Trust Walden Corp,202027,2025-09-30,-83303
"ADAGE CAPITAL PARTNERS GP, L.L.C.",199030,2025-09-30,41506
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,197610,2025-09-30,-1453
"Grantham, Mayo, Van Otterloo & Co. LLC",195147,2025-09-30,42468
Universal- Beteiligungs- und Servicegesellschaft mbH,190784,2025-09-30,532
GABELLI FUNDS LLC,187850,2025-09-30,-5000
AVIVA PLC,184690,2025-09-30,14631
Vinva Investment Management Ltd,183267,2025-09-30,168594
FIRST CITIZENS BANK & TRUST CO,175885,2025-09-30,103174
"Banco Santander, S.A.",175729,2025-09-30,326
SCHRODER INVESTMENT MANAGEMENT GROUP,168340,2025-09-30,23817
NATIONAL BANK OF CANADA /FI/,167678,2025-09-30,-98268
"CWM, LLC",165761,2025-09-30,6873
Janney Montgomery Scott LLC,165383,2025-09-30,-14694
"Susquehanna Portfolio Strategies, LLC",163507,2025-09-30,0
SPRUCEGROVE INVESTMENT MANAGEMENT LTD,162368,2025-09-30,-14300
"Envestnet Portfolio Solutions, Inc.",161319,2025-09-30,95024
LOS ANGELES CAPITAL MANAGEMENT LLC,160625,2025-09-30,154581
HERITAGE INVESTORS MANAGEMENT CORP,158796,2025-09-30,-15190
NORTH STAR ASSET MANAGEMENT INC,157509,2025-09-30,-9132
Willis Investment Counsel,157500,2025-09-30,-3100
MACKENZIE FINANCIAL CORP,154993,2025-09-30,-17925
"ADAMS DIVERSIFIED EQUITY FUND, INC.",154800,2025-09-30,154800
GUGGENHEIM CAPITAL LLC,150977,2025-09-30,7588
PRUDENTIAL FINANCIAL INC,142676,2025-09-30,-30869
"Russell Investments Group, Ltd.",142200,2025-09-30,29155
Cerity Partners LLC,142051,2025-09-30,-9650
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",140781,2025-09-30,573
"MATHER GROUP, LLC.",140022,2025-09-30,-3239
CONGRESS ASSET MANAGEMENT CO /MA,132878,2025-09-30,-885
Squarepoint Ops LLC,131277,2025-09-30,106212
SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI,129534,2025-09-30,-2525
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,129265,2025-09-30,8026
"Moran Wealth Management, LLC",129238,2025-09-30,39627
KLP KAPITALFORVALTNING AS,128116,2025-09-30,0
"Vantage Investment Partners, LLC",127189,2025-09-30,0
La Banque Postale Asset Management SA,126653,2025-09-30,1105
KEYBANK NATIONAL ASSOCIATION/OH,124944,2025-09-30,-7565
"GRIMES & COMPANY, INC.",124640,2025-09-30,-12571
APG Asset Management N.V.,122900,2025-09-30,0
Sienna Gestion,121719,2025-09-30,0
ENVESTNET ASSET MANAGEMENT INC,119129,2025-09-30,-1713
"Williams Jones Wealth Management, LLC.",117929,2025-09-30,-23351
Neuberger Berman Group LLC,116966,2025-09-30,-10393
STATE OF WISCONSIN INVESTMENT BOARD,116176,2025-09-30,-1031
"Chevy Chase Trust Holdings, LLC",115546,2025-09-30,-7268
"Baird Financial Group, Inc.",114157,2025-09-30,1804
"Steigerwald, Gordon & Koch Inc.",112174,2025-09-30,-4293
M&T BANK CORP,112078,2025-09-30,6730
Brookstone Capital Management,110565,2025-09-30,-2267
DANSKE BANK A/S,110304,2025-09-30,6400
OLD REPUBLIC INTERNATIONAL CORP,110000,2025-09-30,0
"LEVEL FOUR ADVISORY SERVICES, LLC",108133,2025-09-30,-9061
TD ASSET MANAGEMENT INC,108122,2025-09-30,22029
BARR E S & CO,108045,2025-09-30,-38730
Lansforsakringar Fondforvaltning AB (publ),107679,2025-09-30,-1411
CHILTON INVESTMENT CO INC.,107268,2025-09-30,107268
CREDIT AGRICOLE S A,107178,2025-09-30,107178
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,106490,2025-09-30,1242
ROYAL LONDON ASSET MANAGEMENT LTD,105455,2025-09-30,-348
Mediolanum International Funds Ltd,104898,2025-09-30,-5280
TORONTO DOMINION BANK,104084,2025-09-30,-9211
Illinois Municipal Retirement Fund,100907,2025-09-30,24567
DekaBank Deutsche Girozentrale,99718,2025-09-30,0
Meiji Yasuda Asset Management Co Ltd.,98643,2025-09-30,-7510
Treasurer of the State of North Carolina,98354,2025-09-30,-3824
"Asset Management One Co., Ltd.",95934,2025-09-30,-1488
D.A. DAVIDSON & CO.,95459,2025-09-30,-2153
Quinn Opportunity Partners LLC,95098,2025-09-30,-26803
Cadence Bank,93212,2025-09-30,2436
VAN ECK ASSOCIATES CORP,92636,2025-09-30,-7598
"Resona Asset Management Co.,Ltd.",91146,2025-09-30,-5974
"L. Roy Papp & Associates, LLP",90822,2025-09-30,-35004
"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC",89158,2025-09-30,-124
"SEIZERT CAPITAL PARTNERS, LLC",87194,2025-09-30,-38255
"State of Tennessee, Treasury Department",86984,2025-09-30,0
WORLDQUANT MILLENNIUM ADVISORS LLC,86211,2025-09-30,-151086
"Lafayette Investments, Inc.",85941,2025-09-30,-215
"YOUSIF CAPITAL MANAGEMENT, LLC",84708,2025-09-30,-5423
Mn Services Vermogensbeheer B.V.,84033,2025-09-30,1800
"NISA INVESTMENT ADVISORS, LLC",82935,2025-09-30,70
"Cornerstone Advisory, LLC",81343,2025-09-30,-1732
TRUST CO OF VIRGINIA /VA,81197,2025-09-30,-766
BANQUE PICTET & CIE SA,80426,2025-09-30,-534
"Advisors Asset Management, Inc.",78118,2025-09-30,-4635
SALEM INVESTMENT COUNSELORS INC,77884,2025-09-30,336
Andra AP-fonden,75300,2025-09-30,-38600
OLD NATIONAL BANCORP /IN/,75040,2025-09-30,10463
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,74041,2025-09-30,7428
TEACHER RETIREMENT SYSTEM OF TEXAS,73245,2025-09-30,39490
"Rafferty Asset Management, LLC",73128,2025-09-30,-127
"ExodusPoint Capital Management, LP",72926,2025-09-30,72926
CAPTRUST FINANCIAL ADVISORS,71257,2025-09-30,15
Cardinal Capital Management,71216,2025-09-30,1773
DF DENT & CO INC,70913,2025-09-30,751
Korea Investment CORP,70606,2025-09-30,-46700
"Keystone Financial Planning, Inc.",70564,2025-09-30,-267
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",70125,2025-09-30,-6049
BENJAMIN EDWARDS INC,69808,2025-09-30,-3725
State of New Jersey Common Pension Fund D,69640,2025-09-30,3821
"Windle Wealth, LLC",69550,2025-09-30,-4074
SEI INVESTMENTS CO,69480,2025-09-30,-4541
WELLINGTON MANAGEMENT GROUP LLP,68429,2025-09-30,-653
Robeco Institutional Asset Management B.V.,67312,2025-09-30,18764
"Telos Capital Management, Inc.",66475,2025-09-30,-8357
"Cresset Asset Management, LLC",66448,2025-09-30,4251
Wealthfront Advisers LLC,65203,2025-09-30,2341
Erste Asset Management GmbH,65100,2025-09-30,-5638
Arizona State Retirement System,65086,2025-09-30,142
"TCTC Holdings, LLC",65045,2025-09-30,6750
Morningstar Investment Management LLC,64196,2025-09-30,60521
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,63167,2025-09-30,-9105
STATE OF MICHIGAN RETIREMENT SYSTEM,62913,2025-09-30,-500
Zurcher Kantonalbank (Zurich Cantonalbank),62853,2025-09-30,-15064
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",62316,2025-09-30,-37706
FORSTA AP-FONDEN,61300,2025-09-30,1900
BANK OF NOVA SCOTIA,58940,2025-09-30,6755
"Vanguard Personalized Indexing Management, LLC",58648,2025-09-30,8278
"CreativeOne Wealth, LLC",58320,2025-09-30,1281
PARK CIRCLE Co,56041,2025-09-30,-13304
Czech National Bank,55804,2025-09-30,1951
"Martin Capital Partners, LLC",55687,2025-09-30,-468
Man Group plc,55165,2025-09-30,41381
NewSquare Capital LLC,54900,2025-09-30,-562
"MetLife Investment Management, LLC",54495,2025-09-30,-1615
"Capital Investment Counsel, Inc",53727,2025-09-30,-893
"Goelzer Investment Management, Inc.",53397,2025-09-30,-1494
"NFJ INVESTMENT GROUP, LLC",53216,2025-09-30,-6568
Handelsbanken Fonder AB,53211,2025-09-30,4289
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,52762,2025-09-30,-1272
US BANCORP \DE\,52693,2025-09-30,-2271
Cetera Investment Advisers,51906,2025-09-30,13069
"Robertson Stephens Wealth Management, LLC",50491,2025-09-30,-49
VOYA INVESTMENT MANAGEMENT LLC,49358,2025-09-30,-14376
Sky Investment Group LLC,49226,2025-09-30,-1455
"AIMZ Investment Advisors, LLC",48553,2025-09-30,-592
"DEAN INVESTMENT ASSOCIATES, LLC",48314,2025-09-30,-967
WESTPAC BANKING CORP,48199,2025-09-30,47341
"Prana Capital Management, LP",48124,2025-09-30,48124
CAPITAL FUND MANAGEMENT S.A.,48079,2025-09-30,48079
TOTH FINANCIAL ADVISORY CORP,47503,2025-09-30,1198
PUBLIC SECTOR PENSION INVESTMENT BOARD,47354,2025-09-30,1997
COMMERCE BANK,47346,2025-09-30,-2712
Retirement Systems of Alabama,46869,2025-09-30,-407
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,46577,2025-09-30,2300
Skandinaviska Enskilda Banken AB (publ),46165,2025-09-30,3859
"Ensign Peak Advisors, Inc",45616,2025-09-30,-21760
"Cambridge Investment Research Advisors, Inc.",45481,2025-09-30,1149
Aquatic Capital Management LLC,45092,2025-09-30,-77840
MACQUARIE GROUP LTD,44701,2025-09-30,-2136
"Kestra Advisory Services, LLC",43904,2025-09-30,12390
HALLMARK CAPITAL MANAGEMENT INC,43366,2025-09-30,308
"Mariner, LLC",43088,2025-09-30,1192
Taylor Hoffman Capital Management LLC,42785,2025-09-30,1473
ST GERMAIN D J CO INC,42712,2025-09-30,1023
"CIBC Private Wealth Group, LLC",42401,2025-09-30,-481
Swedbank AB,42379,2025-09-30,227
IFM Investors Pty Ltd,42266,2025-09-30,334
DnB Asset Management AS,42161,2025-09-30,-253
AMALGAMATED BANK,42152,2025-09-30,-920
Ruffer LLP,42144,2025-09-30,42144
"R.H. Dinel Investment Counsel, Inc.",42050,2025-09-30,0
Arnhold LLC,41366,2025-09-30,0
"Pathstone Holdings, LLC",40215,2025-09-30,783
"Thrive Capital Management, LLC",39659,2025-09-30,3984
CAPE COD FIVE CENTS SAVINGS BANK,38968,2025-09-30,0
USS Investment Management Ltd,38828,2025-09-30,0
"Asset Advisors Investment Management, LLC",38195,2025-09-30,-4555
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,38088,2025-09-30,1720
"NewEdge Advisors, LLC",37916,2025-09-30,26753
1834 INVESTMENT ADVISORS CO,37375,2025-09-30,8010
SMITHBRIDGE ASSET MANAGEMENT INC/DE,37045,2025-09-30,-526
"Gotham Asset Management, LLC",36900,2025-09-30,119
ROWLAND & CO INVESTMENT COUNSEL/ADV,36081,2025-09-30,-2914
Utah Retirement Systems,36080,2025-09-30,0
CIBC Asset Management Inc,35905,2025-09-30,22
NBT BANK N A /NY,35199,2025-09-30,-447
Police & Firemen's Retirement System of New Jersey,35176,2025-09-30,1804
"Kinloch Capital, LLC",34729,2025-09-30,14
Daiwa Securities Group Inc.,34341,2025-09-30,1096
"CI Private Wealth, LLC",34033,2025-09-30,-1797
"Kinneret Advisory, LLC",33642,2025-09-30,-150
"TWO SIGMA INVESTMENTS, LP",33340,2025-09-30,17665
Candriam S.C.A.,32509,2025-09-30,1578
"GAMCO INVESTORS, INC. ET AL",32185,2025-09-30,-613
"HOHIMER WEALTH MANAGEMENT, LLC",32146,2025-09-30,-2651
JENSEN INVESTMENT MANAGEMENT INC,31950,2025-09-30,0
"IFG Advisory, LLC",31933,2025-09-30,1934
COMERICA BANK,31932,2025-09-30,-3840
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,31666,2025-09-30,-3309
Federation des caisses Desjardins du Quebec,31662,2025-09-30,-1627
"XPONANCE, INC.",31050,2025-09-30,-1520
"Foundations Investment Advisors, LLC",31025,2025-09-30,203
"Gould Capital, LLC",30984,2025-09-30,-54
OPPENHEIMER & CO INC,30962,2025-09-30,877
JONES FINANCIAL COMPANIES LLLP,30759,2025-09-30,5360
Commonwealth Retirement Investments LLC,30418,2025-09-30,1767
COMMERZBANK AKTIENGESELLSCHAFT /FI,30281,2025-09-30,9095
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,29790,2025-09-30,-134
Investment Management Corp of Ontario,29735,2025-09-30,-2053
"Hillman Capital Management, Inc.",29708,2025-09-30,-8586
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,29560,2025-09-30,-237
Jefferies Financial Group Inc.,29148,2025-09-30,-3352
"Cherry Tree Wealth Management, LLC",29100,2025-09-30,0
MERCER GLOBAL ADVISORS INC /ADV,29074,2025-09-30,-2086
Woodline Partners LP,29038,2025-09-30,5206
JLB & ASSOCIATES INC,28720,2025-09-30,-726
Northwest & Ethical Investments L.P.,28613,2025-09-30,0
ASR Vermogensbeheer N.V.,28544,2025-09-30,-174
B. Metzler seel. Sohn & Co. AG,28473,2025-09-30,0
"Anchor Investment Management, LLC",28362,2025-09-30,-138
"Exeter Financial, LLC",28115,2025-09-30,0
UniSuper Management Pty Ltd,28086,2025-09-30,2001
NORTHEAST INVESTMENT MANAGEMENT,27938,2025-09-30,-1620
Independent Advisor Alliance,27927,2025-09-30,3250
"Advisory Services Network, LLC",27574,2025-09-30,278
CIBC WORLD MARKET INC.,27189,2025-09-30,-2048
OMERS ADMINISTRATION Corp,27169,2025-09-30,-1200
MONEY CONCEPTS CAPITAL CORP,27151,2025-09-30,-830
JANUS HENDERSON GROUP PLC,27053,2025-09-30,0
Kennondale Capital Management LLC,27039,2025-09-30,0
"Johnson Financial Group, Inc.",27010,2025-09-30,1644
"New Age Alpha Advisors, LLC",27000,2025-09-30,-359
"Sumitomo Mitsui DS Asset Management Company, Ltd",26645,2025-09-30,-83
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",25384,2025-09-30,3183
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,25162,2025-09-30,6141
"NATIXIS ADVISORS, L.P.",25093,2025-09-30,480
"Leelyn Smith, LLC",24868,2025-09-30,1425
Tredje AP-fonden,24592,2025-09-30,4577
NEOS Investment Management LLC,24520,2025-09-30,7358
"Bragg Financial Advisors, Inc",24254,2025-09-30,-2062
BI Asset Management Fondsmaeglerselskab A/S,24106,2025-09-30,12839
TWIN CAPITAL MANAGEMENT INC,24103,2025-09-30,-6507
FARMERS & MERCHANTS INVESTMENTS INC,24017,2025-09-30,-165
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,23816,2025-09-30,-1451
BEACON FINANCIAL GROUP,23746,2025-09-30,-2694
"State of Alaska, Department of Revenue",23618,2025-09-30,-1116
NORDEA INVESTMENT MANAGEMENT AB,23095,2025-09-30,2668
NJ State Employees Deferred Compensation Plan,23000,2025-09-30,0
Creative Planning,22793,2025-09-30,-374
"WILEY BROS.-AINTREE CAPITAL, LLC",22786,2025-09-30,1558
"SummitTX Capital, L.P.",22775,2025-09-30,-10125
ASSOCIATED BANC-CORP,22441,2025-09-30,-94
"Mutual Advisors, LLC",22016,2025-09-30,-30653
PEAK6 LLC,22004,2025-09-30,-19311
FIFTH THIRD BANCORP,21830,2025-09-30,-392
Brevan Howard Capital Management LP,21802,2025-09-30,1222
Elo Mutual Pension Insurance Co,21380,2025-09-30,-5028
Campbell & CO Investment Adviser LLC,21153,2025-09-30,18518
"Inlet Private Wealth, LLC",21100,2025-09-30,0
SVB WEALTH LLC,20845,2025-09-30,5624
Ethic Inc.,20800,2025-09-30,-2760
"Bayview Asset Management, LLC",20616,2025-09-30,20616
"Robinson Value Management, Ltd.",20451,2025-09-30,200
Ridgewood Investments LLC,20414,2025-09-30,957
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,20401,2025-09-30,0
GRIES FINANCIAL LLC,20372,2025-09-30,6327
F/M Investments LLC,20181,2025-09-30,-413
TRUIST FINANCIAL CORP,20121,2025-09-30,-9417
FIRST NATIONAL TRUST CO,19697,2025-09-30,-1985
GREEN SQUARE CAPITAL ADVISORS LLC,19510,2025-09-30,0
"Rakuten Investment Management, Inc.",19372,2025-09-30,19372
MSH Capital Advisors LLC,19306,2025-09-30,0
"Freestone Capital Holdings, LLC",19306,2025-09-30,234
Verition Fund Management LLC,19124,2025-09-30,-78111
"Empowered Funds, LLC",19121,2025-09-30,-3598
"CULLEN/FROST BANKERS, INC.",18633,2025-09-30,-8679
Trajan Wealth LLC,18425,2025-09-30,2028
"Summit Trail Advisors, LLC",18340,2025-09-30,9795
Atlantic Union Bankshares Corp,18267,2025-09-30,17902
Roundview Capital LLC,18266,2025-09-30,-156
Plato Investment Management Ltd,18189,2025-09-30,4796
"Oak Asset Management, LLC",18005,2025-09-30,-2280
Unison Advisors LLC,17777,2025-09-30,224
"Pacer Advisors, Inc.",17689,2025-09-30,-349
Sigma Planning Corp,17596,2025-09-30,-1270
iA Global Asset Management Inc.,17564,2025-09-30,14904
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,17414,2025-09-30,0
"Colony Group, LLC",17395,2025-09-30,-568
"TOUNJIAN ADVISORY PARTNERS, LLC",17366,2025-09-30,17366
"United Asset Strategies, Inc.",16994,2025-09-30,135
"Brinker Capital Investments, LLC",16866,2025-09-30,-359
"GHE, LLC",16808,2025-09-30,-63
"QRG CAPITAL MANAGEMENT, INC.",16791,2025-09-30,-16726
"Carnegie Capital Asset Management, LLC",16644,2025-09-30,-265
Barton Investment Management,16440,2025-09-30,0
Columbia Asset Management,16434,2025-09-30,1470
SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/,16379,2025-09-30,185
"Savant Capital, LLC",16292,2025-09-30,37
